id,price,brand,model,transmission,color,body_type,poster_type,fuel_type,location,post_age_in_days,age_of_car,mileage_in_km
CAR013282,988000,44,295,1,17,4,1,0,357,42,3,24000.0
CAR013289,988000,44,295,1,17,4,1,0,239,42,3,24000.0
CAR013446,1200000,44,232,1,1,5,1,2,254,43,13,24000.0
CAR013525,360000,44,516,1,17,2,1,2,211,44,4,24000.0
CAR013808,380000,44,516,3,18,2,0,3,131,67,2,24000.0
CAR014216,480000,44,511,3,8,6,0,3,239,96,1,24000.0
CAR015300,1388000,44,77,1,21,1,0,2,308,188,6,24000.0
CAR015871,588000,44,307,3,10,3,0,2,254,63,5,24000.0
CAR015993,380000,7,464,1,17,3,0,2,239,21,4,24000.0
CAR016078,489000,15,122,1,19,6,0,2,148,93,4,24000.0
CAR016210,898000,32,139,1,17,5,0,2,215,64,4,24000.0
CAR016213,528000,35,97,3,21,3,0,0,303,20,4,24000.0
CAR016228,528000,35,97,3,19,3,0,0,327,16,4,24000.0
CAR016288,838000,35,362,3,1,5,0,0,308,100,4,24000.0
CAR016452,800000,44,307,1,17,3,1,0,308,70,4,24000.0
CAR016572,1158000,7,489,1,2,5,0,0,305,188,3,24000.0
CAR016586,1058000,7,489,1,2,5,0,0,305,188,3,24000.0
CAR016674,980000,11,414,1,21,4,0,0,344,36,3,24000.0
CAR016710,786000,15,161,1,1,6,1,2,308,34,3,24000.0
CAR016715,858000,15,162,1,1,6,0,2,36,47,3,24000.0
CAR016716,858000,15,162,1,1,6,0,2,36,47,3,24000.0
CAR017116,575000,44,106,1,10,3,0,2,335,16,3,24000.0
CAR017186,1086000,44,232,1,21,5,0,2,239,20,3,24000.0
CAR017595,685000,15,161,1,10,6,1,2,308,33,2,24000.0
CAR017801,638000,35,97,3,17,3,0,0,303,170,2,24000.0
CAR017815,638000,35,324,3,21,7,0,0,303,150,2,24000.0
CAR017950,756000,44,171,1,1,6,0,2,239,21,2,24000.0
CAR017981,1588000,44,232,1,19,5,0,0,305,91,2,24000.0
CAR017986,1400000,44,232,1,10,5,1,0,308,42,2,24000.0
CAR018207,448000,44,511,3,19,6,0,2,327,44,2,24000.0
CAR018257,658000,44,511,1,1,6,0,2,303,18,2,24000.0
CAR018265,380000,44,516,3,19,2,0,2,308,69,2,24000.0
CAR018372,1150000,7,489,1,4,5,0,0,327,43,1,24000.0
CAR018410,767000,15,161,1,19,6,0,2,239,21,1,24000.0
CAR018764,700000,1,86,1,10,6,1,2,308,87,11,24000.0
CAR019114,999000,11,220,1,1,5,1,2,308,21,5,24000.0
CAR019221,968000,17,499,1,2,5,0,0,327,14,3,24000.0
CAR019367,1178000,35,362,1,21,5,0,0,327,15,3,24000.0
CAR019603,480000,44,511,3,19,6,0,2,327,24,3,24000.0
CAR006128,428000,17,207,3,18,6,0,3,305,76,3,24039.0
CAR016792,428000,17,207,3,19,6,0,2,305,78,3,24039.0
CAR001350,900000,11,414,3,9,4,0,3,328,22,2,24109.0
CAR017567,900000,11,414,3,1,4,0,0,327,43,2,24109.0
CAR011461,348000,44,511,3,21,6,1,2,303,26,4,24110.0
CAR011914,525000,44,511,3,11,6,0,2,328,30,2,24142.0
CAR018184,538000,44,511,3,11,6,0,2,327,107,2,24146.0
CAR017588,890000,15,112,1,21,5,0,2,344,66,2,24155.0
CAR017684,280000,17,95,3,21,2,0,0,269,19,2,24177.0
CAR016447,668000,44,307,1,10,3,0,2,105,129,4,24183.0
CAR017725,1350000,17,507,1,1,1,0,2,327,44,2,24323.0
CAR014407,1500000,44,292,1,21,7,1,2,254,102,3,24345.0
CAR019053,2800000,1,91,1,19,6,1,0,308,70,7,24360.0
CAR004614,345000,23,393,1,21,2,1,3,167,67,3,24387.0
CAR016870,345000,23,393,1,21,2,0,2,308,70,3,24387.0
CAR019359,888000,35,362,1,19,5,0,0,327,203,5,24483.0
CAR017515,858000,11,205,1,10,5,0,2,304,90,2,24492.0
CAR002434,1400000,11,216,1,17,5,1,0,254,101,3,24500.0
CAR008282,725000,36,315,1,2,5,1,2,254,21,2,24500.0
CAR016306,888000,36,101,1,21,6,0,2,303,170,4,24593.0
CAR002411,1000000,11,414,3,17,4,1,3,167,94,5,24608.0
CAR002494,2700000,2,523,1,18,5,1,2,305,55,9,24652.0
CAR019792,2700000,4,523,1,19,5,1,2,308,56,9,24652.0
CAR015467,1980000,8,23,1,21,6,0,2,327,110,5,24683.0
CAR008221,360000,35,356,1,8,6,1,3,272,103,5,24745.0
CAR017906,558000,42,212,1,4,3,0,2,36,30,2,24769.0
CAR016781,738000,17,207,1,2,6,0,2,303,170,3,24842.0
CAR016782,768000,17,207,1,2,6,0,2,303,170,3,24849.0
CAR016597,598000,11,205,1,2,5,0,2,327,87,3,24960.0
CAR002307,799000,11,414,3,11,4,1,3,303,51,4,24993.0
CAR000029,2100000,7,143,1,21,1,1,2,328,60,6,25000.0
CAR000731,458000,17,95,1,10,6,1,2,328,100,3,25000.0
CAR000783,1098000,35,361,3,10,5,1,0,215,23,2,25000.0
CAR000868,620000,35,97,3,10,3,1,0,328,44,2,25000.0
CAR000882,1050000,35,363,3,10,5,1,0,304,45,2,25000.0
CAR000918,718000,35,324,3,10,7,1,0,328,58,2,25000.0
CAR000978,380000,11,215,1,18,5,1,0,328,31,6,25000.0
CAR001046,748000,11,414,1,21,4,1,0,254,67,2,25000.0
CAR001098,618000,32,20,1,10,6,1,2,239,15,4,25000.0
CAR001237,365000,44,516,1,10,2,1,3,113,16,3,25000.0
CAR001238,365000,44,516,1,1,2,1,3,113,16,3,25000.0
CAR001273,768000,44,232,1,10,5,1,2,303,20,6,25000.0
CAR001289,688000,44,307,3,10,3,1,0,215,23,3,25000.0
CAR001489,1678000,44,292,1,10,7,1,0,215,49,2,25000.0
CAR001784,548000,44,511,1,10,6,1,2,328,86,3,25000.0
CAR001867,958000,11,414,1,1,4,0,0,305,32,3,25000.0
CAR001930,390000,11,226,1,1,2,1,2,257,34,3,25000.0
CAR001967,535000,11,206,1,17,5,1,2,328,34,3,25000.0
CAR002123,1180000,11,216,1,18,5,0,0,305,40,3,25000.0
CAR002203,1048000,11,414,1,21,4,0,0,303,42,3,25000.0
CAR002212,395000,11,226,1,2,2,0,2,328,42,5,25000.0
CAR002380,620000,11,206,1,21,5,1,3,254,86,3,25000.0
CAR002523,2080000,2,27,1,21,2,1,2,392,24,5,25000.0
CAR002610,2080000,2,39,1,21,2,1,2,392,41,2,25000.0
CAR002690,590000,15,162,1,17,6,1,2,305,58,5,25000.0
CAR002979,850000,15,297,1,21,5,1,2,239,24,4,25000.0
CAR003473,1850000,15,379,1,9,7,0,2,251,35,4,25000.0
CAR004085,998000,15,175,1,21,5,0,2,131,93,3,25000.0
CAR004174,1190000,1,406,1,9,5,1,2,328,34,8,25000.0
CAR004337,350000,23,459,1,18,3,1,0,328,26,11,25000.0
CAR004685,3500000,21,517,1,1,5,0,0,113,102,2,25000.0
CAR004743,788000,19,186,3,18,4,1,0,392,20,3,25000.0
CAR005191,675000,17,499,1,18,5,1,0,392,83,6,25000.0
CAR005409,548000,17,95,1,9,6,0,3,305,25,3,25000.0
CAR005434,670000,17,499,3,17,5,1,3,254,25,2,25000.0
CAR005477,750000,17,469,3,21,7,0,2,303,26,3,25000.0
CAR005504,358000,17,95,3,2,6,0,3,239,28,2,25000.0
CAR005511,612000,17,207,1,17,6,0,3,239,28,3,25000.0
CAR005513,575000,17,207,3,1,6,0,3,239,28,2,25000.0
CAR005689,425000,17,95,3,1,6,1,0,144,34,2,25000.0
CAR005785,455000,17,95,1,17,6,0,2,328,35,3,25000.0
CAR005923,290000,17,211,3,2,2,0,2,272,40,2,25000.0
CAR005966,430000,17,95,1,21,6,1,2,352,42,2,25000.0
CAR006019,610000,17,499,3,1,5,1,2,328,43,3,25000.0
CAR006343,698000,17,282,3,21,7,1,0,254,102,4,25000.0
CAR006464,550000,35,97,3,18,3,1,0,305,58,4,25000.0
CAR006482,400000,35,97,3,2,3,1,0,42,76,3,25000.0
CAR006490,250000,35,331,1,1,6,1,2,401,86,4,25000.0
CAR006619,1195000,35,361,1,4,5,1,0,303,22,3,25000.0
CAR006960,900000,35,471,1,13,4,0,0,103,29,1,25000.0
CAR007013,300000,35,361,1,1,5,0,0,254,29,2,25000.0
CAR007026,350000,35,359,3,17,6,0,2,328,29,5,25000.0
CAR007786,750000,35,361,1,1,5,1,0,305,43,5,25000.0
CAR007819,1800000,35,386,1,21,5,0,0,131,43,4,25000.0
CAR007856,1165000,35,361,1,4,5,1,0,303,44,3,25000.0
CAR007951,880000,35,363,1,17,5,0,3,131,60,4,25000.0
CAR007963,1100000,35,363,3,18,5,0,3,254,60,2,25000.0
CAR008338,838000,36,377,3,21,7,0,0,305,23,2,25000.0
CAR008398,355000,36,98,1,21,6,1,2,179,26,5,25000.0
CAR008430,650000,36,315,1,17,5,1,2,252,28,3,25000.0
CAR008431,850000,36,503,3,21,7,1,0,45,28,3,25000.0
CAR008497,699000,36,315,1,17,5,1,2,252,30,3,25000.0
CAR008703,360000,36,98,1,21,6,1,2,254,41,5,25000.0
CAR008738,370000,36,98,3,1,6,1,2,328,43,1,25000.0
CAR009334,899000,32,182,1,17,5,1,0,328,44,1,25000.0
CAR009338,1299000,32,368,3,21,0,1,2,269,44,2,25000.0
CAR009477,825000,41,536,2,7,5,0,2,328,23,3,25000.0
CAR009642,1250000,41,518,2,1,6,0,2,239,76,5,25000.0
CAR009647,850000,41,230,2,1,5,1,2,254,98,3,25000.0
CAR009719,535000,42,160,1,21,6,1,2,269,22,2,25000.0
CAR009730,430000,42,160,1,1,6,1,2,211,22,3,25000.0
CAR009749,375000,42,476,1,17,2,1,2,251,23,4,25000.0
CAR009832,400000,42,155,1,2,2,1,2,252,31,2,25000.0
CAR009875,378000,42,476,3,17,2,0,2,169,34,5,25000.0
CAR009992,418000,42,476,3,17,2,0,3,131,67,4,25000.0
CAR010075,940000,44,232,1,0,5,1,0,254,24,4,25000.0
CAR010189,450000,44,292,3,18,7,1,0,341,69,4,25000.0
CAR010279,930000,44,307,1,18,3,1,3,328,15,2,25000.0
CAR010335,415000,44,511,3,1,6,0,3,328,16,4,25000.0
CAR010365,1538000,44,232,1,1,5,0,3,328,16,2,25000.0
CAR010830,240000,44,106,1,7,3,1,2,304,22,2,25000.0
CAR010865,858000,44,307,3,21,3,0,0,328,22,3,25000.0
CAR010976,880000,44,232,1,0,5,1,2,304,23,4,25000.0
CAR011010,900000,44,232,3,21,5,1,2,230,23,4,25000.0
CAR011162,700000,44,295,3,21,4,1,0,328,24,4,25000.0
CAR011185,1195000,44,232,3,18,5,0,0,328,24,2,25000.0
CAR011206,985000,44,292,3,21,7,1,3,254,25,3,25000.0
CAR011222,370000,44,516,3,17,2,1,2,252,25,3,25000.0
CAR011375,1380000,44,232,1,9,5,1,0,254,26,2,25000.0
CAR011398,1200000,44,232,3,1,5,1,0,303,26,3,25000.0
CAR011481,530000,44,511,1,17,6,1,2,305,27,2,25000.0
CAR011676,488000,44,511,3,8,6,1,2,373,29,2,25000.0
CAR012211,445000,44,511,1,18,6,0,2,328,33,3,25000.0
CAR012292,1478000,44,276,1,21,1,0,0,328,34,4,25000.0
CAR012407,415000,44,511,1,9,6,1,2,418,34,3,25000.0
CAR012436,1460000,44,232,1,1,5,1,0,328,34,3,25000.0
CAR012585,360000,44,516,3,9,2,1,2,160,35,2,25000.0
CAR012728,425000,44,511,3,1,6,1,3,328,37,4,25000.0
CAR012783,510000,44,102,3,4,6,0,2,239,37,5,25000.0
CAR012877,300000,44,232,1,1,5,0,0,211,38,1,25000.0
CAR012918,405000,44,102,3,1,6,1,2,254,38,6,25000.0
CAR013110,408000,44,511,3,1,6,0,2,328,40,4,25000.0
CAR013268,1850000,44,292,1,21,7,1,0,251,42,2,25000.0
CAR013536,795000,44,307,1,1,3,1,0,328,44,4,25000.0
CAR013674,420000,44,511,3,1,6,0,2,328,45,4,25000.0
CAR013777,455000,44,106,3,0,3,1,3,328,62,4,25000.0
CAR014135,499000,44,511,1,1,6,0,2,305,87,2,25000.0
CAR014217,680000,44,172,1,2,6,0,3,328,96,4,25000.0
CAR014479,2980000,44,334,1,1,5,1,3,254,103,9,25000.0
CAR015167,675000,17,499,1,19,5,1,0,308,89,6,25000.0
CAR015468,1980000,8,23,1,21,6,0,2,327,21,5,25000.0
CAR015642,3250000,33,87,1,1,5,0,2,305,24,5,25000.0
CAR015948,328000,44,516,3,1,2,0,2,327,57,5,25000.0
CAR016004,555000,11,205,1,1,5,1,2,308,72,4,25000.0
CAR016069,5000000,13,538,1,1,5,1,2,308,37,4,25000.0
CAR016079,550000,15,122,1,19,6,0,2,130,150,4,25000.0
CAR016090,888000,15,287,1,19,5,0,2,327,16,4,25000.0
CAR016162,870000,19,350,3,1,5,1,0,130,21,4,25000.0
CAR016201,618000,32,20,1,19,6,0,2,254,16,4,25000.0
CAR016258,418000,35,357,3,21,6,0,2,303,170,4,25000.0
CAR016274,880000,35,362,1,17,5,0,0,308,69,4,25000.0
CAR016331,795000,41,534,1,17,5,1,2,308,69,4,25000.0
CAR016341,598000,42,268,1,10,5,0,2,327,121,4,25000.0
CAR016344,418000,42,476,3,17,2,0,2,305,69,4,25000.0
CAR016377,680000,44,171,1,19,6,0,2,327,63,4,25000.0
CAR016508,430000,44,511,3,1,6,0,2,327,49,4,25000.0
CAR016509,415000,44,511,3,1,6,0,2,327,45,4,25000.0
CAR016510,425000,44,511,3,1,6,0,2,327,39,4,25000.0
CAR016511,420000,44,511,3,1,6,0,2,327,35,4,25000.0
CAR016513,420000,44,511,3,1,6,0,2,327,30,4,25000.0
CAR016750,458000,17,95,1,17,6,0,2,327,100,3,25000.0
CAR016788,490000,17,207,1,17,6,0,2,239,21,3,25000.0
CAR016791,438000,17,207,3,21,6,0,2,327,59,3,25000.0
CAR017071,850000,41,230,1,1,5,1,2,308,98,3,25000.0
CAR017085,468000,42,212,3,19,3,0,2,327,37,3,25000.0
CAR017203,985000,44,292,3,21,7,0,0,308,99,3,25000.0
CAR017316,548000,44,511,1,1,6,0,2,327,89,3,25000.0
CAR017416,365000,44,516,1,1,2,0,2,327,19,3,25000.0
CAR017464,1178000,7,165,1,17,4,0,0,257,94,2,25000.0
CAR017527,610000,11,205,1,1,5,0,2,327,15,2,25000.0
CAR017651,358000,17,95,3,2,6,0,2,239,21,2,25000.0
CAR017697,461000,17,207,3,1,6,0,2,239,21,2,25000.0
CAR017722,927000,17,499,1,19,5,0,2,239,21,2,25000.0
CAR017724,670000,17,499,3,17,5,0,2,308,37,2,25000.0
CAR017749,299000,23,393,3,4,2,1,2,308,180,2,25000.0
CAR017814,718000,35,324,3,21,3,0,0,327,58,2,25000.0
CAR017869,725000,36,315,1,17,5,0,2,344,63,2,25000.0
CAR018046,830000,44,295,3,21,4,1,0,308,133,2,25000.0
CAR018090,955000,44,307,3,10,3,1,0,327,111,2,25000.0
CAR018345,298000,42,155,3,21,2,0,2,239,21,2,25000.0
CAR018350,921000,42,268,1,4,5,0,2,239,21,2,25000.0
CAR018352,788000,42,268,1,19,5,0,2,239,21,2,25000.0
CAR019080,738000,7,489,1,10,5,0,0,327,13,4,25000.0
CAR019185,528000,17,95,1,19,2,0,0,254,16,3,25000.0
CAR019241,1630000,21,265,1,19,5,0,0,327,13,5,25000.0
CAR019484,728000,44,232,1,1,5,0,2,367,13,6,25000.0
CAR019557,860000,44,307,1,19,3,1,0,308,36,2,25000.0
CAR020002,3300000,13,538,1,1,5,0,0,254,38,8,25000.0
CAR007083,395000,35,356,3,9,6,1,2,328,30,2,25041.0
CAR016057,799000,11,414,3,11,4,0,0,303,52,4,25072.0
CAR007577,780000,35,363,1,21,5,0,0,251,38,6,25075.0
CAR000153,650000,7,489,1,9,5,1,0,239,18,4,25100.0
CAR000386,700000,7,489,1,9,5,1,0,239,27,4,25100.0
CAR012262,1380000,44,292,1,21,7,1,3,328,33,5,25103.0
CAR015851,1380000,44,292,1,21,7,0,2,327,35,5,25103.0
CAR014489,495000,44,170,3,9,6,1,3,254,103,5,25150.0
CAR015103,739000,11,414,3,1,4,0,0,305,166,6,25151.0
CAR017312,548000,44,511,1,1,6,0,2,327,108,3,25192.0
CAR014966,1100000,44,77,1,2,1,0,2,303,64,7,25228.0
CAR002988,438000,15,121,1,8,2,1,3,254,25,4,25456.0
CAR016077,438000,15,121,1,8,2,0,2,308,37,4,25456.0
CAR009453,1190000,41,518,2,21,6,0,2,121,62,5,25475.0
CAR012528,1385000,44,232,1,18,5,0,0,225,35,2,25475.0
CAR012768,1390000,44,232,1,18,5,0,2,225,37,2,25475.0
CAR009151,1550000,32,66,1,17,6,1,2,305,24,2,25522.0
CAR002213,485000,11,229,1,2,6,1,2,305,42,5,25597.0
CAR017610,768000,15,161,1,21,6,0,2,303,170,2,25612.0
CAR018041,995000,44,295,3,19,4,0,0,392,65,2,25643.0
CAR000568,1050000,7,489,1,21,5,0,0,105,34,3,25668.0
CAR001004,530000,35,331,1,10,6,1,2,239,97,5,25757.0
CAR016080,555000,15,161,1,17,6,0,2,315,160,4,25797.0
CAR017066,808000,37,24,3,19,6,0,0,303,170,3,25901.0
CAR013435,1110000,44,295,3,1,4,1,0,328,43,1,25991.0
CAR000328,420000,7,464,3,1,3,1,2,305,24,4,26000.0
CAR000360,720000,7,494,1,17,5,1,3,239,26,3,26000.0
CAR000706,680000,7,165,1,21,4,0,0,254,42,5,26000.0
CAR000899,990000,7,489,1,21,5,1,0,305,88,5,26000.0
CAR001057,250000,11,229,1,18,6,1,2,90,69,4,26000.0
CAR001076,1288000,36,377,1,10,7,1,0,328,97,2,26000.0
CAR001508,1018000,44,232,1,10,5,1,3,328,52,4,26000.0
CAR001561,1250000,11,216,1,1,5,1,0,305,26,3,26000.0
CAR001661,458000,44,511,1,10,6,1,2,328,73,6,26000.0
CAR001942,360000,11,226,1,17,2,1,2,36,34,5,26000.0
CAR002031,1400000,11,414,1,11,4,1,0,254,37,1,26000.0
CAR002088,215000,11,229,1,18,6,1,2,328,38,11,26000.0
CAR002164,380000,11,216,1,1,5,1,0,252,41,3,26000.0
CAR002200,590000,11,206,1,9,5,1,2,254,42,4,26000.0
CAR002331,1590000,11,216,3,21,5,0,3,131,62,3,26000.0
CAR002511,885000,2,0,1,1,2,1,2,254,21,5,26000.0
CAR002595,1650000,2,70,1,18,2,1,0,305,37,9,26000.0
CAR003258,375000,15,121,3,18,2,1,2,82,32,4,26000.0
CAR003645,870000,15,175,1,1,5,0,2,269,40,3,26000.0
CAR004123,1070000,15,162,1,21,6,1,2,328,102,3,26000.0
CAR004581,230000,23,420,3,21,6,1,2,352,44,8,26000.0
CAR004615,380000,23,393,1,21,2,1,3,167,67,3,26000.0
CAR004802,720000,19,466,3,9,5,1,0,254,23,4,26000.0
CAR005165,415000,17,95,1,21,6,1,2,328,61,2,26000.0
CAR005188,230000,17,211,3,18,2,1,2,328,78,4,26000.0
CAR005416,450000,17,207,3,21,6,0,2,328,25,1,26000.0
CAR005977,580000,17,95,1,1,6,1,0,328,42,2,26000.0
CAR006853,1095000,35,361,3,1,5,1,0,328,26,3,26000.0
CAR008043,1170000,35,363,1,21,5,1,3,254,78,3,26000.0
CAR008382,658000,36,315,1,1,5,0,2,328,25,3,26000.0
CAR008414,500000,36,98,1,1,6,0,2,79,27,2,26000.0
CAR008499,445000,36,98,1,1,6,1,2,131,31,2,26000.0
CAR008676,400000,36,98,3,18,6,1,2,239,40,2,26000.0
CAR008834,628000,36,503,3,21,7,1,3,254,100,4,26000.0
CAR009030,1800000,33,16,1,1,6,1,0,254,21,8,26000.0
CAR009166,958000,32,183,1,18,5,1,2,239,26,3,26000.0
CAR009178,958000,32,183,1,18,5,1,2,239,29,3,26000.0
CAR009417,1300000,17,254,3,17,6,1,3,328,15,6,26000.0
CAR009658,495000,42,476,1,21,2,1,2,328,20,1,26000.0
CAR010186,395000,44,172,3,18,6,1,2,344,69,8,26000.0
CAR010201,460000,44,77,1,13,1,1,2,104,70,6,26000.0
CAR010273,1810008,44,232,1,4,5,1,3,328,15,1,26000.0
CAR010293,1879000,44,232,1,4,5,1,3,328,15,1,26000.0
CAR010641,495000,44,511,1,17,6,0,2,305,21,3,26000.0
CAR010762,530000,44,511,3,17,6,0,2,252,22,1,26000.0
CAR010842,1755000,44,232,1,4,5,1,0,328,22,1,26000.0
CAR011322,1798000,44,232,1,4,5,1,3,328,26,1,26000.0
CAR011373,395000,44,511,1,18,6,1,2,328,26,6,26000.0
CAR011412,525000,44,511,1,17,6,0,2,252,26,1,26000.0
CAR011416,590000,44,106,3,18,3,1,2,257,26,2,26000.0
CAR012967,1018000,44,232,1,1,5,1,0,239,39,4,26000.0
CAR013301,350000,44,516,1,18,2,1,2,211,42,4,26000.0
CAR013333,1770000,44,232,1,4,5,1,0,328,42,1,26000.0
CAR013417,960000,44,232,1,13,5,0,0,328,43,4,26000.0
CAR013425,335000,44,516,1,2,2,1,3,239,43,3,26000.0
CAR013798,420000,44,511,1,9,6,1,3,392,67,4,26000.0
CAR013817,830000,44,295,3,18,4,1,3,167,69,5,26000.0
CAR014805,820000,15,136,1,21,5,0,2,239,21,7,26000.0
CAR014875,1880000,27,412,1,19,5,1,2,308,52,7,26000.0
CAR015422,458000,44,511,1,19,6,0,2,327,75,6,26000.0
CAR015453,610000,7,464,1,19,3,1,2,308,88,5,26000.0
CAR015840,1158000,44,292,1,21,7,0,0,36,177,5,26000.0
CAR015862,830000,44,295,3,19,4,0,0,308,70,5,26000.0
CAR016131,750000,17,267,3,19,7,0,0,264,14,4,26000.0
CAR016279,948000,35,362,1,4,5,0,0,327,35,4,26000.0
CAR016314,628000,36,503,3,21,7,0,0,308,100,4,26000.0
CAR016620,1590000,11,216,3,21,5,0,0,211,63,3,26000.0
CAR016638,1150000,11,216,1,19,5,1,0,36,19,3,26000.0
CAR016766,485000,17,95,1,19,6,0,2,303,170,3,26000.0
CAR016875,380000,23,393,1,21,2,0,2,308,69,3,26000.0
CAR016879,480000,23,420,1,17,2,0,2,344,36,3,26000.0
CAR017008,1170000,35,362,1,21,5,0,0,305,83,3,26000.0
CAR017047,698000,36,315,1,17,5,0,2,239,155,3,26000.0
CAR017223,1780000,44,292,1,21,7,0,0,344,63,3,26000.0
CAR017526,703000,11,205,1,1,5,0,2,239,21,2,26000.0
CAR017529,671000,11,205,1,1,5,0,2,239,20,2,26000.0
CAR017624,850000,15,360,1,1,5,1,2,308,15,2,26000.0
CAR017650,388000,17,95,3,17,6,0,2,239,21,2,26000.0
CAR017975,1425000,44,232,1,10,5,0,0,257,191,2,26000.0
CAR018197,458000,44,511,3,11,6,0,2,327,64,2,26000.0
CAR018673,1810008,44,232,1,4,5,0,0,327,59,1,26000.0
CAR018674,1780000,44,232,1,4,5,0,0,327,48,1,26000.0
CAR018675,1798000,44,232,1,4,5,0,0,327,41,1,26000.0
CAR018678,1768000,44,232,1,4,5,0,0,327,18,1,26000.0
CAR018993,548000,36,98,3,19,6,0,2,239,21,1,26000.0
CAR019002,495000,42,476,1,21,2,0,2,327,21,1,26000.0
CAR019494,1088000,44,232,1,1,5,0,0,36,31,5,26000.0
CAR019597,395000,44,511,1,19,6,0,2,392,44,4,26000.0
CAR020062,355000,32,12,1,17,2,1,2,308,115,8,26000.0
CAR016702,598000,15,161,1,21,6,0,2,327,54,3,26003.0
CAR013291,340000,44,516,1,18,2,0,2,211,42,4,26029.0
CAR012845,1050000,44,307,3,18,3,0,3,305,38,3,26058.0
CAR017294,1050000,44,307,3,21,3,0,2,269,41,3,26058.0
CAR016899,758000,32,20,1,2,2,0,2,303,170,3,26069.0
CAR010142,1580000,44,228,1,2,5,0,2,121,58,5,26107.0
CAR019242,2298000,21,517,1,19,5,0,2,308,149,4,26109.0
CAR019498,898000,44,232,1,21,5,0,0,327,141,4,26125.0
CAR018058,1068000,44,307,1,16,3,0,0,327,108,2,26178.0
CAR002824,379000,15,162,1,17,6,1,2,305,22,9,26301.0
CAR008013,498000,35,359,1,17,6,0,3,36,70,4,26339.0
CAR018671,1879000,44,232,1,4,5,0,0,327,85,1,26345.0
CAR017570,1280000,11,414,1,11,4,0,2,305,36,2,26385.0
CAR017558,928000,11,414,3,21,4,0,0,327,54,2,26480.0
CAR020040,780000,17,499,1,19,5,0,2,392,65,8,26609.0
CAR004585,680000,23,150,3,21,7,1,0,328,45,5,26670.0
CAR006407,1880000,27,424,1,18,5,1,2,303,51,7,26707.0
CAR016560,2500000,4,46,1,1,6,0,0,305,23,3,26713.0
CAR003353,670000,15,312,1,17,2,1,0,304,34,2,26778.0
CAR016885,868000,23,465,1,19,5,0,0,327,108,3,26782.0
CAR001034,650000,11,367,1,21,1,1,2,0,61,6,26817.0
CAR006832,1398000,35,363,1,2,5,0,3,257,26,2,26872.0
CAR017843,1398000,35,362,1,2,5,0,0,257,28,2,26872.0
CAR019609,548000,44,511,1,19,6,0,2,105,93,2,26887.0
CAR009695,495000,42,476,1,21,2,1,2,328,18,1,26898.0
CAR017301,1200000,44,307,1,17,3,0,0,327,99,3,26953.0
CAR000188,240000,7,463,3,8,2,1,2,105,21,7,27000.0
CAR000197,418000,11,226,1,10,2,0,2,239,59,3,27000.0
CAR000666,550000,17,207,1,10,6,1,2,303,33,4,27000.0
CAR000870,330000,35,359,3,10,6,1,2,328,44,2,27000.0
CAR000961,250000,35,361,1,10,5,1,3,129,78,7,27000.0
CAR001082,1900000,33,261,1,10,5,1,0,305,20,8,27000.0
CAR001168,230000,11,414,3,21,4,1,0,344,18,2,27000.0
CAR001280,968000,44,292,0,10,7,1,0,328,9,3,27000.0
CAR001576,780000,44,102,1,10,6,1,2,113,61,2,27000.0
CAR001622,890000,11,215,1,7,5,1,2,254,27,4,27000.0
CAR001782,1410000,44,292,3,10,7,1,3,303,86,3,27000.0
CAR001937,1100000,11,414,3,21,4,0,0,149,34,1,27000.0
CAR002100,418000,11,226,1,18,2,1,2,239,39,3,27000.0
CAR002268,470000,11,229,1,21,6,1,2,121,43,5,27000.0
CAR002327,998000,11,414,1,7,4,0,3,257,59,2,27000.0
CAR002730,568000,15,161,1,9,6,0,2,239,18,4,27000.0
CAR002736,568000,15,161,1,7,6,0,2,239,18,4,27000.0
CAR002753,568000,15,161,1,9,6,1,2,254,21,4,27000.0
CAR002808,568000,15,161,1,9,6,1,2,239,22,4,27000.0
CAR002953,568000,15,161,1,9,6,1,2,239,24,4,27000.0
CAR002955,568000,15,161,1,9,6,1,2,239,24,4,27000.0
CAR002961,568000,15,161,1,9,6,1,2,239,24,4,27000.0
CAR002963,568000,15,161,1,9,6,0,2,36,24,4,27000.0
CAR003097,650000,15,175,3,9,5,1,2,52,28,6,27000.0
CAR003365,820000,15,297,1,1,5,0,2,328,34,4,27000.0
CAR003413,1630000,15,379,1,1,7,0,2,328,34,3,27000.0
CAR004049,495000,15,162,1,17,6,1,3,264,86,7,27000.0
CAR004126,485000,15,162,3,21,6,1,3,254,102,6,27000.0
CAR004237,345000,23,459,1,18,3,0,0,211,20,13,27000.0
CAR004241,1500000,23,271,1,21,7,1,0,32,21,2,27000.0
CAR004438,290000,23,420,3,17,6,1,2,131,33,4,27000.0
CAR004455,300000,23,420,3,17,6,1,2,210,34,4,27000.0
CAR004490,1550000,23,271,1,21,7,1,0,32,35,2,27000.0
CAR004664,2000000,21,517,1,21,5,1,2,131,22,3,27000.0
CAR004710,760000,19,177,1,17,3,1,0,328,67,2,27000.0
CAR004715,390000,19,365,1,21,5,1,0,336,70,4,27000.0
CAR005225,275000,17,211,3,2,2,1,2,252,18,3,27000.0
CAR005342,480000,17,207,1,18,6,1,2,392,23,2,27000.0
CAR005928,564000,17,207,1,17,6,0,3,328,40,3,27000.0
CAR006460,220000,35,97,3,1,3,1,3,373,58,19,27000.0
