id,price,brand,model,transmission,color,body_type,poster_type,fuel_type,location,post_age_in_days,age_of_car,mileage_in_km
CAR006117,665000,17,273,3,21,7,1,3,167,71,9,1.0
CAR006652,528000,35,359,1,17,6,1,3,305,22,1,1.0
CAR013853,595000,44,307,3,18,3,1,3,167,71,8,1.0
CAR013855,495000,44,307,3,17,3,1,3,167,71,7,1.0
CAR014563,255000,33,18,1,17,6,0,2,211,62,30,1.0
CAR014565,195000,44,179,3,21,6,0,2,252,62,30,1.0
CAR014569,250000,32,109,3,21,4,0,0,252,62,27,1.0
CAR014576,95000,44,170,1,19,6,0,2,308,100,26,1.0
CAR014579,288000,15,162,3,5,2,0,2,308,133,25,1.0
CAR014581,339000,33,429,1,21,6,0,2,308,188,25,1.0
CAR014591,295000,33,129,1,2,6,0,2,211,62,24,1.0
CAR014596,98000,44,170,3,17,6,0,2,303,170,24,1.0
CAR014600,565000,26,413,1,17,5,0,2,211,62,23,1.0
CAR014606,335000,44,408,1,17,5,0,2,211,62,23,1.0
CAR014615,1088000,33,130,1,19,6,0,2,305,79,22,1.0
CAR014633,250000,15,162,1,0,6,0,2,263,163,21,1.0
CAR014644,688000,33,429,1,2,6,0,2,327,29,20,1.0
CAR014647,345000,35,386,1,21,5,0,2,211,62,20,1.0
CAR014654,250000,11,219,1,21,5,0,2,252,62,19,1.0
CAR014656,250000,11,219,1,21,5,0,2,252,62,19,1.0
CAR014664,520000,36,503,3,21,7,0,0,308,133,8,1.0
CAR014675,450000,41,303,1,19,2,0,2,305,83,8,1.0
CAR014679,260000,15,162,3,22,6,0,2,308,133,19,1.0
CAR014683,419000,44,171,1,19,6,0,2,130,45,8,1.0
CAR014696,828000,44,232,1,10,5,0,0,105,129,8,1.0
CAR014710,595000,44,307,3,19,3,0,0,327,71,8,1.0
CAR014712,628000,44,307,3,17,3,0,0,327,71,8,1.0
CAR014723,365000,44,511,1,17,6,0,2,308,100,8,1.0
CAR014749,3000000,9,157,1,10,1,0,2,303,28,7,1.0
CAR014751,1108000,11,193,1,1,7,0,2,303,170,7,1.0
CAR014768,330000,11,226,1,2,6,0,2,252,62,7,1.0
CAR014811,465000,15,312,1,19,2,0,2,308,133,7,1.0
CAR014822,348000,17,95,3,17,6,0,2,211,31,7,1.0
CAR014839,300000,17,542,1,1,2,0,2,186,195,7,1.0
CAR014848,640000,17,499,1,4,5,0,0,308,133,7,1.0
CAR014851,628000,17,499,3,19,5,0,0,327,85,7,1.0
CAR014854,1400000,44,332,1,21,5,0,0,211,62,19,1.0
CAR014866,680000,23,150,1,17,7,0,0,211,65,7,1.0
CAR014876,1050000,44,332,1,1,5,0,2,211,62,19,1.0
CAR014877,368000,32,12,1,10,2,0,2,105,129,7,1.0
CAR014887,295000,44,419,3,2,3,0,2,211,62,19,1.0
CAR014908,735000,35,362,1,1,5,0,0,308,133,7,1.0
CAR014909,240000,44,419,3,17,3,0,2,308,133,19,1.0
CAR014918,768000,35,362,1,19,5,0,0,327,100,7,1.0
CAR014933,899000,35,362,1,1,5,0,0,308,188,7,1.0
CAR014946,1248000,36,391,1,19,5,0,0,327,77,7,1.0
CAR014947,295000,36,449,3,1,6,0,2,211,79,7,1.0
CAR014964,435000,11,219,1,21,5,0,2,211,62,18,1.0
CAR014967,460000,44,106,1,19,3,0,2,308,191,7,1.0
CAR014969,825000,44,144,1,1,6,0,2,211,62,7,1.0
CAR014994,495000,44,307,3,17,3,0,2,327,71,7,1.0
CAR015001,750000,44,307,3,17,3,0,0,211,62,7,1.0
CAR015005,3280000,44,332,1,1,5,0,0,327,29,7,1.0
CAR015011,1758000,44,333,1,1,5,0,2,327,66,7,1.0
CAR015025,328000,44,511,3,21,6,0,2,303,170,7,1.0
CAR015041,295000,19,177,1,21,3,0,0,308,188,18,1.0
CAR015058,885000,11,216,1,17,5,0,2,308,189,6,1.0
CAR015059,885000,11,216,1,0,5,0,0,308,189,6,1.0
CAR015060,775000,11,216,1,0,5,0,0,211,91,6,1.0
CAR015064,755000,11,216,1,0,5,0,0,211,59,6,1.0
CAR015099,720000,11,414,1,2,4,0,0,327,86,6,1.0
CAR015107,395000,35,324,3,21,3,0,0,211,62,18,1.0
CAR015111,480000,15,161,1,1,6,0,2,252,62,6,1.0
CAR015114,390000,15,161,1,1,6,0,2,308,133,6,1.0
CAR015117,430000,15,161,1,4,6,0,2,130,45,6,1.0
CAR015149,850000,17,443,1,19,5,0,0,327,86,6,1.0
CAR015171,745000,19,178,1,0,3,0,0,211,59,6,1.0
CAR015177,745000,19,178,3,0,3,0,0,211,87,6,1.0
CAR015187,2395000,21,517,1,21,5,0,0,308,188,6,1.0
CAR015217,235000,44,419,3,2,3,0,2,211,62,18,1.0
CAR015224,378000,35,329,1,21,6,0,2,303,150,6,1.0
CAR015261,128000,11,347,3,1,6,0,2,308,188,17,1.0
CAR015281,658000,41,230,1,1,5,0,2,308,149,6,1.0
CAR015294,165000,15,162,1,19,6,0,2,308,133,17,1.0
CAR015296,450000,42,476,1,21,2,0,2,252,62,6,1.0
CAR015317,458000,44,171,1,1,6,0,2,211,65,6,1.0
CAR015318,608000,44,171,1,19,6,0,2,303,170,6,1.0
CAR015326,1380000,44,224,1,1,5,0,0,130,27,6,1.0
CAR015327,270000,15,136,1,19,5,0,2,308,133,17,1.0
CAR015333,890000,44,232,1,1,5,0,0,130,163,6,1.0
CAR015343,985000,44,232,1,1,5,0,0,211,91,6,1.0
CAR015345,850000,44,232,1,0,5,0,2,252,62,6,1.0
CAR015351,985000,44,232,1,1,5,0,0,211,79,6,1.0
CAR015364,1100000,44,292,3,19,7,0,0,130,45,6,1.0
CAR015372,1258000,44,292,1,21,7,0,0,327,65,6,1.0
CAR015381,830000,44,295,3,1,4,0,0,130,27,6,1.0
CAR015384,820000,44,295,3,1,4,0,0,327,86,6,1.0
CAR015392,730000,44,307,1,21,3,0,0,308,133,6,1.0
CAR015393,1188000,26,413,1,19,5,0,2,327,90,17,1.0
CAR015404,1088000,33,202,1,21,6,0,2,305,79,17,1.0
CAR015405,638000,44,307,3,10,3,0,0,105,129,6,1.0
CAR015423,450000,44,511,3,17,6,0,2,130,45,6,1.0
CAR015437,495000,44,537,1,19,2,0,2,308,189,6,1.0
CAR015463,898000,7,489,1,10,5,0,0,105,129,5,1.0
CAR015464,918000,7,489,1,17,5,0,0,211,65,5,1.0
CAR015535,295000,44,292,3,19,7,0,2,308,188,17,1.0
CAR015551,461000,15,121,1,10,2,0,2,105,129,5,1.0
CAR015556,558000,15,161,1,19,6,0,2,303,170,5,1.0
CAR015559,548000,15,161,1,10,6,0,2,105,129,5,1.0
CAR015562,548000,15,161,1,17,6,0,2,327,49,5,1.0
CAR015592,1088000,17,267,1,19,7,0,0,211,65,5,1.0
CAR015610,625000,19,178,1,1,3,0,0,395,30,5,1.0
CAR015624,840000,23,459,1,19,5,0,0,327,29,5,1.0
CAR015627,548000,24,502,3,21,7,0,0,303,150,5,1.0
CAR015628,3288000,26,413,1,21,5,0,0,305,24,5,1.0
CAR015634,1800000,7,480,1,1,5,0,2,327,29,16,1.0
CAR015639,728000,32,139,1,17,5,0,2,327,161,5,1.0
CAR015665,340000,35,357,1,1,6,0,2,305,73,5,1.0
CAR015675,995000,35,362,1,19,5,0,0,308,189,5,1.0
CAR015685,888000,35,362,1,10,5,0,0,105,129,5,1.0
CAR015692,985000,35,362,1,21,5,0,0,211,59,5,1.0
CAR015696,888000,35,362,1,19,5,0,0,257,28,5,1.0
CAR015726,798000,41,230,1,8,5,0,2,308,149,5,1.0
CAR015736,348000,42,93,3,21,3,0,2,303,150,5,1.0
CAR015744,255000,15,136,1,19,5,0,2,308,133,16,1.0
CAR015755,298000,15,136,1,10,5,0,2,105,129,16,1.0
CAR015771,1338000,44,224,1,1,5,0,2,327,161,5,1.0
CAR015776,1095000,44,232,1,21,5,0,0,308,189,5,1.0
CAR015777,258000,23,397,3,1,7,0,0,303,170,16,1.0
CAR015788,248000,32,496,1,0,5,0,2,303,170,16,1.0
CAR015848,1498000,44,292,1,19,7,0,0,327,71,5,1.0
CAR015855,780000,44,292,3,21,7,0,0,395,37,5,1.0
CAR015865,588000,35,386,1,1,5,0,0,327,70,16,1.0
CAR015872,738000,44,307,1,4,3,0,0,344,91,5,1.0
CAR015874,725000,44,307,1,17,3,0,0,395,37,5,1.0
CAR015893,698000,44,307,3,4,3,0,0,327,71,5,1.0
CAR015899,485000,44,511,1,1,6,0,2,211,91,5,1.0
CAR015927,425000,44,511,3,21,6,0,2,308,133,5,1.0
CAR015970,1755000,4,54,1,4,6,0,0,305,64,4,1.0
CAR015972,14800000,4,544,1,19,1,0,2,327,27,4,1.0
CAR015975,600000,44,333,3,21,5,0,0,130,27,16,1.0
CAR015994,908000,7,489,1,0,5,0,0,303,170,4,1.0
CAR015997,275000,44,419,3,17,3,0,2,308,133,16,1.0
CAR016008,275000,44,419,1,2,3,0,2,308,133,16,1.0
CAR016019,275000,44,419,3,19,3,0,2,308,133,16,1.0
CAR016030,365000,4,30,1,17,6,0,2,211,62,15,1.0
CAR016033,710000,11,216,1,1,5,0,0,327,168,4,1.0
CAR016052,650000,4,521,1,19,5,0,2,252,62,15,1.0
CAR016058,750000,11,414,3,17,4,0,0,305,83,4,1.0
CAR016063,525000,7,472,1,8,5,0,2,211,62,15,1.0
CAR016073,435000,15,121,1,19,2,0,2,308,69,4,1.0
CAR016085,238000,11,215,1,1,5,0,2,303,170,15,1.0
CAR016127,1298000,17,267,1,21,7,0,0,327,65,4,1.0
CAR016150,238000,15,96,1,10,6,0,2,105,129,15,1.0
CAR016158,1128000,19,350,1,19,5,0,0,344,91,4,1.0
CAR016169,348000,23,393,1,8,2,0,2,303,170,4,1.0
CAR016170,298000,23,393,3,21,2,0,2,305,83,4,1.0
CAR016171,408000,23,393,3,4,2,0,2,303,170,4,1.0
CAR016173,368000,23,393,3,2,2,0,2,327,98,4,1.0
CAR016176,358000,23,393,1,10,2,0,2,105,129,4,1.0
CAR016181,470000,23,420,1,1,6,0,2,308,192,4,1.0
CAR016185,298000,23,420,3,19,6,0,2,303,150,4,1.0
CAR016189,19000000,25,298,1,19,1,0,2,254,167,4,1.0
CAR016227,410000,19,177,1,21,3,0,0,308,133,15,1.0
CAR016233,768000,35,94,1,19,5,0,2,308,91,4,1.0
CAR016236,538000,35,324,3,21,3,0,0,303,170,4,1.0
CAR016250,358000,35,356,3,21,2,0,2,303,150,4,1.0
CAR016261,358000,35,357,3,17,6,0,2,303,150,4,1.0
CAR016275,1038000,35,362,1,21,5,0,0,211,65,4,1.0
CAR016309,838000,36,370,3,21,7,0,0,327,71,4,1.0
CAR016320,900000,36,519,1,17,5,0,2,327,65,4,1.0
CAR016337,750000,35,386,1,21,5,0,2,211,62,15,1.0
CAR016348,490000,35,386,1,1,5,0,2,308,191,15,1.0
CAR016360,488000,44,106,3,10,3,0,2,105,129,4,1.0
CAR016373,750000,44,171,1,21,6,0,2,252,62,4,1.0
CAR016379,830000,44,171,1,21,6,0,2,130,45,4,1.0
CAR016419,908000,44,292,3,21,7,0,0,308,91,4,1.0
CAR016428,1228000,44,292,3,19,7,0,0,344,91,4,1.0
CAR016429,1200000,44,292,3,1,7,0,0,327,86,4,1.0
CAR016436,1580000,44,292,1,21,7,0,0,327,108,4,1.0
CAR016442,1078000,44,295,3,1,4,0,0,327,70,4,1.0
CAR016456,788000,44,307,3,19,3,0,0,257,71,4,1.0
CAR016501,275000,44,419,3,5,3,0,2,308,133,15,1.0
CAR016527,323088,44,516,3,19,2,0,2,327,90,4,1.0
CAR016542,639000,23,465,1,1,5,0,2,239,21,4,1.0
CAR016569,858000,7,165,1,4,4,0,0,327,70,3,1.0
CAR016583,1298000,7,489,1,21,5,0,0,327,70,3,1.0
CAR016595,695000,11,205,1,19,5,0,2,211,91,3,1.0
CAR016635,1295000,11,216,1,1,5,0,0,211,59,3,1.0
CAR016636,1300000,11,216,1,17,5,0,0,308,41,3,1.0
CAR016646,1480000,11,216,1,21,5,0,0,327,241,3,1.0
CAR016667,2588000,11,367,1,21,1,0,2,327,91,3,1.0
CAR016687,1248000,11,414,1,1,4,0,0,344,91,3,1.0
CAR016701,585000,15,161,1,1,6,0,2,308,192,3,1.0
CAR016707,675000,15,161,1,1,6,0,2,211,65,3,1.0
CAR016754,398000,17,95,3,1,6,0,2,308,192,3,1.0
CAR016755,398000,17,95,3,21,6,0,2,308,192,3,1.0
CAR016784,598000,17,207,1,1,6,0,2,327,70,3,1.0
CAR016786,588000,17,207,1,17,6,0,2,327,70,3,1.0
CAR016795,688000,17,207,1,19,6,0,2,257,83,3,1.0
CAR016803,275000,17,211,3,17,2,0,2,308,91,3,1.0
CAR016804,290000,17,211,3,17,2,0,2,36,85,3,1.0
CAR016812,938000,17,267,3,21,7,0,0,327,71,3,1.0
CAR016822,800000,17,499,3,10,5,0,2,105,129,3,1.0
CAR016826,798000,17,499,1,21,5,0,2,327,77,3,1.0
CAR016827,828000,17,499,1,1,5,0,2,327,70,3,1.0
CAR016844,1238000,19,350,1,1,5,0,0,327,192,3,1.0
CAR016851,298000,35,461,1,0,7,0,2,303,170,14,1.0
CAR016867,338000,23,393,3,17,2,0,2,303,150,3,1.0
CAR016868,340000,23,393,1,2,2,0,2,308,192,3,1.0
CAR016877,428000,23,393,1,22,2,0,2,211,65,3,1.0
CAR016890,548000,32,12,1,1,6,0,2,303,170,3,1.0
CAR016891,558000,32,12,1,10,6,0,2,105,129,3,1.0
CAR016905,958000,32,114,1,19,4,0,0,211,65,3,1.0
CAR016928,185000,36,449,3,16,6,0,2,211,62,14,1.0
CAR016946,628000,35,324,3,21,3,0,0,327,98,3,1.0
CAR016983,295000,44,144,1,1,6,0,2,308,188,14,1.0
CAR017007,1250000,35,362,1,19,5,0,0,211,87,3,1.0
CAR017013,1468000,35,362,1,21,5,0,0,308,188,3,1.0
CAR017035,998000,35,471,3,2,4,0,0,211,65,3,1.0
CAR017076,258000,42,103,3,21,2,0,2,303,150,3,1.0
CAR017078,478000,42,160,1,19,6,0,2,303,170,3,1.0
CAR017091,328000,44,408,1,19,5,0,2,303,170,14,1.0
CAR017141,1588000,44,224,1,10,5,0,2,105,129,3,1.0
CAR017144,1568000,44,224,1,2,5,0,2,327,20,3,1.0
CAR017148,1388000,44,232,1,10,5,0,0,105,129,3,1.0
CAR017158,1099000,44,232,1,1,5,0,0,130,45,3,1.0
CAR017161,1148000,44,232,1,21,5,0,0,344,91,3,1.0
CAR017181,1188000,44,232,1,21,5,0,0,327,70,3,1.0
CAR017192,1588000,44,232,1,19,5,0,0,305,64,3,1.0
CAR017211,950000,4,522,1,2,5,0,2,211,62,13,1.0
CAR017237,1059000,44,295,3,1,4,0,0,130,163,3,1.0
CAR017247,625000,44,307,3,19,3,0,2,308,192,3,1.0
CAR017255,248000,11,229,1,10,6,0,2,105,129,13,1.0
CAR017277,250000,15,161,1,1,6,0,2,254,153,13,1.0
CAR017306,480000,44,511,1,19,6,0,2,239,70,3,1.0
CAR017320,450000,44,511,1,17,6,0,2,239,70,3,1.0
CAR017352,510000,44,511,1,11,6,0,2,308,192,3,1.0
CAR017397,478000,44,511,3,1,6,0,2,327,59,3,1.0
CAR017398,320000,15,136,1,17,5,0,2,308,133,13,1.0
CAR017405,428000,44,516,1,17,2,0,2,303,170,3,1.0
CAR017409,2800000,16,284,1,1,5,0,2,130,27,13,1.0
CAR017412,458000,44,516,1,2,2,0,2,211,65,3,1.0
CAR017420,1580000,16,285,1,10,5,0,2,303,29,13,1.0
CAR017422,380000,44,516,3,19,2,0,2,130,45,3,1.0
CAR017428,410000,44,516,3,21,2,0,2,130,163,3,1.0
CAR017454,400000,5,222,1,1,2,0,2,254,153,2,1.0
CAR017455,400000,5,222,1,1,2,0,2,254,64,2,1.0
CAR017466,898000,7,165,1,4,4,0,0,327,70,2,1.0
CAR017478,468000,7,441,1,21,6,0,2,303,170,2,1.0
CAR017502,27000000,10,48,1,21,1,0,2,254,164,2,1.0
CAR017519,598000,11,205,1,17,5,0,2,303,170,2,1.0
CAR017583,638000,35,386,1,10,5,0,0,105,129,13,1.0
CAR017614,710000,15,161,1,4,6,0,2,327,70,2,1.0
CAR017620,888000,15,162,1,21,6,0,2,327,70,2,1.0
CAR017626,718000,15,360,1,21,3,0,2,303,170,2,1.0
CAR017668,575000,17,95,1,19,6,0,0,308,70,2,1.0
CAR017702,998000,17,267,3,21,7,0,0,303,170,2,1.0
CAR017704,333000,44,171,1,19,6,0,2,211,79,13,1.0
CAR017707,1058000,17,267,3,10,7,0,0,105,129,2,1.0
CAR017715,670000,44,232,1,1,5,0,0,308,133,13,1.0
CAR017733,998000,19,186,3,17,4,0,0,327,70,2,1.0
CAR017753,11500000,26,188,3,1,5,0,0,304,20,2,1.0
CAR017754,7300000,26,188,3,21,5,0,0,304,20,2,1.0
CAR017755,6000000,26,188,3,1,5,0,0,327,63,2,1.0
CAR017776,698000,35,97,3,2,3,0,0,303,170,2,1.0
CAR017778,688000,35,97,3,21,3,0,0,327,70,2,1.0
CAR017804,798000,35,97,3,17,3,0,0,303,170,2,1.0
CAR017805,785000,35,97,3,19,3,0,0,211,62,2,1.0
CAR017835,405000,44,307,3,19,3,0,0,308,133,13,1.0
CAR017857,1120000,44,333,1,19,5,0,0,308,70,13,1.0
CAR017868,738000,44,398,1,19,7,0,2,211,65,13,1.0
CAR017901,240000,44,511,1,0,6,0,2,308,37,13,1.0
CAR017905,758000,42,212,1,4,3,0,2,211,65,2,1.0
CAR017908,600000,42,212,3,19,3,0,2,327,168,2,1.0
CAR017910,798000,42,314,1,1,5,0,2,308,149,2,1.0
CAR017914,550000,42,476,1,17,2,0,2,327,70,2,1.0
CAR017919,688000,44,106,1,19,3,0,2,327,70,2,1.0
CAR017923,300000,44,511,3,17,6,0,2,308,191,13,1.0
CAR017954,1628000,44,224,1,11,5,0,2,327,147,2,1.0
CAR017960,1195000,44,232,3,19,5,0,0,239,70,2,1.0
CAR017977,795000,4,38,3,8,6,0,2,211,62,12,1.0
CAR017999,2350000,6,214,1,21,5,0,2,327,108,12,1.0
CAR018021,220000,7,107,1,1,6,0,2,392,69,12,1.0
CAR018051,795000,44,307,3,4,3,0,2,239,70,2,1.0
CAR018065,1098000,44,307,1,4,3,0,0,211,65,2,1.0
CAR018073,1288000,44,307,1,4,3,0,0,327,98,2,1.0
CAR018094,875000,44,332,3,17,5,0,0,344,90,2,1.0
CAR018098,5350000,44,332,1,17,5,0,0,327,28,2,1.0
CAR018103,588000,44,511,1,1,6,0,2,303,170,2,1.0
CAR018108,285000,15,162,3,1,6,0,2,130,27,12,1.0
CAR018121,665000,44,511,1,11,6,0,2,211,62,2,1.0
CAR018130,355000,15,162,1,19,6,0,2,211,62,12,1.0
CAR018162,375000,15,162,1,1,6,0,2,211,252,12,1.0
CAR018172,375000,15,162,1,1,6,0,2,211,62,12,1.0
CAR018175,585000,44,511,1,16,6,0,2,308,192,2,1.0
CAR018179,558000,44,511,3,10,6,0,2,105,129,2,1.0
CAR018273,430000,44,516,1,2,2,0,2,305,58,2,1.0
CAR018325,3700000,27,327,1,1,5,0,0,327,29,12,1.0
CAR018361,9350000,6,214,1,1,5,0,2,327,69,1,1.0
CAR018368,838000,33,197,1,19,6,0,2,303,170,12,1.0
CAR018395,4980000,11,491,1,21,7,0,2,327,69,1,1.0
CAR018399,6750000,13,446,1,1,7,0,2,327,69,1,1.0
CAR018423,860000,35,386,1,21,5,0,0,327,86,12,1.0
CAR018477,1900000,17,267,1,21,7,0,0,327,69,1,1.0
CAR018479,2700000,17,267,1,1,7,0,0,327,69,1,1.0
CAR018480,3400000,17,267,1,1,7,0,0,327,69,1,1.0
CAR018496,13500000,27,327,1,21,5,0,2,327,69,1,1.0
CAR018498,9550000,27,327,1,21,5,0,2,327,69,1,1.0
CAR018549,998000,36,370,3,21,7,0,0,327,71,1,1.0
CAR018573,465000,42,160,3,1,6,0,2,327,168,1,1.0
CAR018574,508000,42,160,3,10,6,0,2,105,129,1,1.0
CAR018577,390000,44,144,1,1,6,0,2,252,62,12,1.0
CAR018581,798000,42,314,3,1,5,0,2,327,71,1,1.0
CAR018709,425000,44,307,1,19,3,0,2,308,133,12,1.0
CAR018738,4650000,44,332,3,21,5,0,0,304,20,1,1.0
CAR018739,3480000,44,332,3,21,5,0,0,327,69,1,1.0
CAR018741,8950000,44,332,1,21,5,0,0,327,69,1,1.0
CAR018743,6350000,44,332,1,21,5,0,0,327,69,1,1.0
CAR018744,5750000,44,332,1,1,5,0,0,327,69,1,1.0
CAR018748,6500000,44,332,1,1,5,0,0,304,20,1,1.0
CAR018752,6500000,44,332,1,21,5,0,0,304,20,1,1.0
CAR018753,3950000,44,332,1,19,5,0,2,308,188,12,1.0
CAR018758,6450000,44,451,1,21,5,0,2,327,69,1,1.0
CAR018759,4750000,44,454,1,21,7,0,2,327,69,1,1.0
CAR018760,5450000,44,500,1,1,4,0,2,327,69,1,1.0
CAR018797,790000,4,521,1,1,5,0,2,211,62,11,1.0
CAR018841,1298000,7,472,1,1,5,0,2,327,66,11,1.0
CAR018863,395000,8,488,1,1,7,0,2,308,188,11,1.0
CAR018874,288000,8,488,1,1,7,0,2,303,170,11,1.0
CAR018919,650000,44,511,1,21,6,0,2,239,70,1,1.0
CAR018962,440000,11,220,1,1,5,0,2,257,69,11,1.0
CAR019061,385000,15,162,1,1,6,0,2,308,189,11,1.0
CAR019149,738000,17,267,1,2,7,0,0,211,65,11,1.0
CAR019182,655000,17,267,1,1,7,0,0,308,133,11,1.0
CAR019252,94000,23,420,3,21,6,0,2,239,20,9,1.0
CAR019281,618000,19,100,1,19,5,0,0,305,29,11,1.0
CAR019283,238000,32,110,3,17,4,0,0,36,281,19,1.0
CAR019303,550000,19,186,3,17,4,0,0,395,16,11,1.0
CAR019325,2388000,21,517,1,22,5,0,2,327,190,11,1.0
CAR019368,380000,23,465,1,19,5,0,0,308,42,11,1.0
CAR019370,1180000,35,362,1,10,5,0,0,305,13,3,1.0
CAR019456,700000,35,471,1,17,4,0,0,263,163,11,1.0
CAR019511,288000,36,449,3,1,6,0,2,308,36,11,1.0
CAR019522,240000,36,449,1,19,6,0,2,254,203,11,1.0
CAR019553,765000,44,307,1,17,3,0,0,305,13,3,1.0
CAR019656,775000,44,232,3,21,5,0,0,130,45,11,1.0
CAR019659,858000,44,292,3,10,7,0,0,105,129,11,1.0
CAR019661,998000,44,292,1,10,7,0,0,105,129,11,1.0
CAR019662,528000,44,307,1,17,3,0,0,303,150,11,1.0
CAR019665,1298000,44,333,1,1,5,0,0,327,150,11,1.0
CAR019667,328000,44,511,3,10,6,0,2,105,129,11,1.0
CAR019671,275000,44,511,3,19,6,0,2,308,188,11,1.0
CAR019672,290000,44,511,3,0,6,0,2,395,37,11,1.0
CAR019673,298000,44,511,3,19,6,0,2,303,170,11,1.0
CAR019678,898000,1,86,1,1,6,0,0,327,69,10,1.0
CAR019685,428000,7,146,1,19,5,0,0,303,170,10,1.0
CAR019688,200000,7,463,3,17,2,0,2,130,163,10,1.0
CAR019737,685000,35,362,1,1,5,0,0,211,66,10,1.0
CAR019747,525000,36,369,3,1,4,0,0,395,37,10,1.0
CAR019753,395000,42,93,3,0,3,0,2,211,62,10,1.0
CAR019754,340000,42,476,1,11,2,0,2,211,87,10,1.0
CAR019765,1080000,44,292,1,21,7,0,0,308,133,10,1.0
CAR019779,550000,44,408,1,19,5,0,2,252,62,10,1.0
CAR019783,328000,44,511,3,11,6,0,2,308,36,10,1.0
CAR019788,2199000,4,59,1,19,6,0,0,308,188,9,1.0
CAR019790,1299000,4,520,1,1,5,0,0,308,188,9,1.0
CAR019801,708000,11,193,1,1,7,0,2,303,170,9,1.0
CAR019844,665000,17,267,3,21,7,0,2,327,71,9,1.0
CAR019848,628000,17,443,1,19,5,0,0,344,91,9,1.0
CAR019871,1480000,27,412,1,21,5,0,2,327,29,9,1.0
CAR019876,478000,32,140,1,17,5,0,2,303,170,9,1.0
CAR019879,1780000,33,200,1,21,1,0,2,327,28,9,1.0
CAR019888,650000,35,362,1,21,5,0,0,308,133,9,1.0
CAR019901,1295000,35,386,1,1,5,0,0,308,188,9,1.0
CAR019911,4200000,38,388,1,10,6,0,2,303,28,9,1.0
CAR019917,310000,44,106,3,1,3,0,2,308,188,9,1.0
CAR019929,830000,44,232,1,1,5,0,0,308,133,9,1.0
CAR019931,1098000,44,292,1,21,7,0,0,308,149,9,1.0
CAR019963,525000,19,177,3,2,3,0,0,395,21,9,1.0
CAR019975,798000,9,374,1,1,5,0,2,327,156,8,1.0
CAR019998,2980000,13,446,1,1,7,0,2,327,28,8,1.0
CAR020007,380000,15,161,1,19,6,0,2,308,100,8,1.0
CAR020008,435000,15,161,3,1,6,0,2,211,91,8,1.0
CAR020011,399000,15,161,1,21,6,0,2,252,62,8,1.0
CAR020020,398000,17,95,1,19,6,0,2,303,170,8,1.0
CAR020025,858000,17,267,1,21,7,0,0,303,170,8,1.0
CAR020048,599000,19,177,1,0,3,0,0,252,62,8,1.0
CAR020053,670000,19,186,1,19,4,0,0,395,37,8,1.0
CAR020054,670000,19,186,3,21,4,0,0,252,62,8,1.0
CAR020059,595000,23,465,1,21,5,0,2,211,45,8,1.0
CAR020072,485000,35,94,1,2,5,0,2,395,17,8,1.0
CAR019033,738000,44,511,1,10,6,0,2,257,20,0,2.0
CAR019075,390000,7,463,1,17,2,0,2,327,63,2,5.0
CAR012022,4200000,44,99,1,13,3,1,2,328,32,0,7.0
CAR015574,460000,17,95,3,19,6,0,0,327,63,5,9.0
CAR017402,470000,44,516,1,19,2,0,2,252,62,3,9.0
CAR016205,388000,17,469,1,21,7,0,0,257,83,15,10.0
CAR017820,480000,35,357,1,19,6,0,2,327,63,2,12.0
CAR019069,1190000,7,165,1,2,4,0,0,327,63,2,12.0
CAR017772,3489000,33,246,1,21,5,0,0,128,34,2,13.0
CAR016924,595000,35,97,3,10,3,0,0,327,188,3,16.0
CAR017670,450000,17,95,1,17,6,0,2,327,63,2,18.0
CAR019191,450000,17,95,1,17,6,0,2,327,63,2,18.0
CAR019247,3880000,23,150,1,1,7,0,0,305,151,0,19.0
CAR018735,1100000,44,307,3,17,3,1,0,308,67,1,21.0
CAR017248,820000,44,307,1,19,3,0,0,327,63,3,22.0
CAR016694,598000,12,487,3,10,5,0,0,308,34,3,23.0
CAR017188,1688000,44,232,1,21,5,0,0,327,68,3,23.0
CAR017782,638000,35,97,3,10,3,0,0,308,34,2,23.0
CAR019278,338000,32,12,3,10,6,0,2,308,34,4,23.0
CAR016693,508000,12,487,3,21,5,0,0,239,22,3,24.0
CAR019235,1195000,19,350,1,1,5,0,0,305,147,3,24.0
CAR017819,428000,35,357,1,19,6,0,2,327,16,2,25.0
CAR018394,1400000,11,414,1,11,4,1,0,308,38,1,26.0
CAR019488,1120000,44,232,1,1,5,1,0,308,77,5,27.0
CAR016372,750000,44,171,1,21,6,0,2,252,62,4,29.0
CAR012707,800000,44,511,1,17,6,0,2,304,36,1,30.0
CAR015567,608000,15,162,1,19,6,0,2,303,150,5,30.0
CAR018925,850000,44,511,1,17,6,1,2,308,31,1,30.0
CAR019339,468000,35,357,1,10,6,0,2,308,34,3,30.0
CAR015803,950000,44,232,3,1,5,0,0,252,62,5,31.0
CAR017082,468000,42,160,1,10,6,0,2,308,34,3,33.0
CAR017336,498000,44,511,1,10,6,0,2,308,34,3,33.0
CAR017686,398000,17,95,3,10,6,0,2,308,34,2,33.0
CAR016153,970000,19,350,3,10,5,0,0,327,188,4,38.0
CAR017461,6800000,7,143,1,1,1,0,2,327,28,2,40.0
CAR015295,450000,42,476,1,21,2,0,2,252,62,6,41.0
CAR015220,2165000,33,248,1,1,5,0,0,128,34,6,42.0
